id,(Intercept),Study_GroupTerrestrial_Soil
Subgroup_13,-0.007909243765709277,2.63571997569957
Subgroup_17,-0.00790924376570896,1.6247347946884445
Subgroup_18,-0.00790924376570896,1.2249608224810982
Subgroup_2,0.11651151524539913,2.7038032315375196
Subgroup_22,-0.00790924376570896,1.259528104501344
Subgroup_25,-0.00790924376570904,1.0778141282508913
Subgroup_5,-0.007909243765708882,1.1350166079122168
Subgroup_7,-0.00790924376570912,3.1657024241891154
Sulfurifustis,-0.00790924376570896,0.31926457939109865
Sumerlaea,-0.007909243765708762,-0.5583454314696166
Sva0485,-0.007909243765708802,1.2297506261087139
TK10,-0.00790924376570904,1.9299377980815056
TM7,-0.00790924376570904,1.5270972339245317
TRA3-20,-0.00790924376570896,3.243919390531789
Taibaiella,0.0072741327666884185,-0.4737364906113599
Terriglobus,4.370314920156353,-6.574180939608388
Thermus,0.3635587667133394,-2.5674247861653727
Tuberibacillus,-0.007909243765708724,0.35060308024533526
Tumebacillus,-0.00790924376570904,1.7794471939889709
Vermiphilaceae,-0.007909243765708724,0.44601666484496505
Vicinamibacteraceae,0.03307005266687279,3.225353257036181
WD2101_soil_group,-0.007909243765708644,3.4165852730658415
WPS-2,0.8503744809046606,0.532950244933557
WS2,-0.007909243765708684,-0.5277300227641359
WWH38,-0.007909243765709277,2.145768099148844
WX65,-0.007909243765708842,-0.23845600444781634
YC-ZSS-LKJ147,-0.007909243765708921,-0.026139131781783842
bacteriap25,0.018819184008406292,2.043750010802035
cvE6,0.019868482452842194,0.8832231755106172
env.OPS_17,3.5264109067472336,-4.12632800468115
mle1-27,0.11402365786484481,0.18784119640981967
mle1-7,-0.007909243765708802,1.6886023375441068
uncultured,4.441393725546595,1.9486707027763739
vadinHA49,-0.007909243765708762,-0.453777918315303
